,p_0,p_1,p_2,p_3,p_4,p_5,p_6
317,0.10916145,0.08510938,0.12637979,0.20825976,0.27935502,0.15849361,0.32104397
318,0.018180268,0.014727632,0.011994833,0.028150974,0.040865287,0.039538957,0.06751885
319,0.034164503,0.036782026,0.028909411,0.05841701,0.116744034,0.097493835,0.15268604
320,0.095069885,0.105550595,0.030372072,0.079457305,0.07392026,0.066856086,0.10015936
321,0.23595446,0.2798971,0.047290828,0.15956964,0.08343989,0.05268097,0.11258237
322,0.3587001,0.46002868,0.07712107,0.24889518,0.10204278,0.051554073,0.14366682
323,0.1833633,0.22733316,0.04169124,0.16985646,0.07244872,0.044634376,0.09954559
324,0.03897157,0.031647712,0.024559662,0.055760343,0.02819058,0.04541984,0.053803265
325,0.03607095,0.044116866,0.020556133,0.064672,0.024047945,0.030129967,0.046188865
326,0.1117669,0.09808181,0.043715987,0.10656468,0.039231487,0.04667539,0.068324104
327,0.052866824,0.035399046,0.04105929,0.07057931,0.048388895,0.059265394,0.08513142
328,0.021384185,0.03340243,0.015202587,0.06266385,0.01901861,0.028512135,0.03968593
329,0.025459977,0.037676696,0.016821578,0.06492001,0.021984093,0.03061253,0.04356518
330,0.11686908,0.124684505,0.13032155,0.25361097,0.33255246,0.18370849,0.3714115
331,0.24320762,0.15737125,0.24169135,0.31728238,0.41348752,0.20902441,0.40884084
332,0.15751885,0.17481695,0.17638852,0.39543977,0.5061842,0.16012676,0.4696968
333,0.18156199,0.21054935,0.21003374,0.43174702,0.5302988,0.19105662,0.50845
334,0.20019825,0.2560222,0.23127723,0.47271168,0.5422169,0.16777599,0.525304
335,0.32544357,0.36312076,0.37550294,0.6150718,0.61538297,0.16738115,0.61404073
336,0.41402656,0.4726918,0.45375973,0.69096667,0.5065202,0.108643115,0.47709897
337,0.18006699,0.2543585,0.17317685,0.49908692,0.64291763,0.09863667,0.595805
338,0.3559129,0.39976355,0.37715787,0.7024947,0.7338745,0.094664626,0.7301182
339,0.22341974,0.26314622,0.22752702,0.46123642,0.56670094,0.17000698,0.56645894
340,0.13551426,0.19288611,0.14891139,0.36076248,0.39492068,0.12504949,0.38613534
341,0.31292707,0.37963706,0.31317377,0.6850353,0.7388864,0.08199308,0.7226118
342,0.2616616,0.29885536,0.27449074,0.548796,0.5902818,0.16706425,0.65250844
343,0.17039062,0.17875557,0.21849488,0.41631147,0.47522435,0.20890088,0.5706093
344,0.1792008,0.21389125,0.19145298,0.43732503,0.5401477,0.16723506,0.58316195
345,0.2819283,0.31886664,0.29594633,0.59077793,0.6173247,0.1444236,0.66798043
346,0.029919947,0.027603636,0.03605262,0.0646162,0.11597822,0.113854535,0.1843402
347,0.057811532,0.042126875,0.04383749,0.07214233,0.0701793,0.09168681,0.1070054
348,0.034425005,0.038079493,0.03326308,0.08647267,0.12380418,0.0823751,0.1755688
349,0.1380655,0.16958398,0.037705984,0.11366926,0.09497054,0.06589543,0.11930745
350,0.34534493,0.44492173,0.06473701,0.23152119,0.09025157,0.048645534,0.13135706
351,0.11211274,0.12666279,0.02948427,0.12199895,0.038175374,0.036023885,0.064123586
352,0.047977842,0.04437494,0.026308864,0.060866024,0.028986715,0.039773356,0.054599132
353,0.07594729,0.048052214,0.04750368,0.08700438,0.054284234,0.05902137,0.08946414
354,0.07045166,0.046354044,0.058907945,0.07993497,0.058467954,0.064489216,0.099560075
355,0.07490517,0.04356242,0.046950802,0.07036954,0.053531494,0.074424036,0.09063789
356,0.029170133,0.03522315,0.018239835,0.060046174,0.021197328,0.027015919,0.042640496
357,0.024840534,0.04541991,0.016911726,0.080231875,0.022395631,0.030036978,0.043328702
358,0.028531248,0.04792081,0.019588813,0.08495574,0.026343346,0.0336147,0.04981601
359,0.18199888,0.23452489,0.17525898,0.41123024,0.4653157,0.16285026,0.46551177
360,0.19867808,0.24479833,0.21509728,0.49074808,0.56139845,0.15961176,0.5536436
361,0.25698596,0.22453405,0.35165188,0.34986046,0.40086126,0.35925868,0.48425546
362,0.23959307,0.30483863,0.26092005,0.52489525,0.5701742,0.15927105,0.55047786
363,0.370151,0.43466723,0.4204824,0.619946,0.5324706,0.16610196,0.515652
364,0.3360617,0.3625675,0.41274297,0.582376,0.49024618,0.1838408,0.48401254
365,0.34527382,0.3925381,0.44825384,0.5405087,0.43520042,0.19830444,0.43977326
366,0.14722249,0.18690927,0.17704318,0.39137968,0.49908787,0.1469401,0.4574541
367,0.34430203,0.4065081,0.34635594,0.7028174,0.7656606,0.06696655,0.7583818
368,0.32529798,0.38729855,0.33966756,0.6363109,0.67718965,0.114924654,0.6820375
369,0.48816693,0.56205976,0.48236883,0.7329379,0.7160721,0.0961003,0.7306468
370,0.5307397,0.61769474,0.52268517,0.8211605,0.822897,0.04270508,0.82186085
371,0.23257443,0.30191362,0.22102803,0.5749855,0.66665035,0.095980085,0.6618771
372,0.23908442,0.32218903,0.22691303,0.5345845,0.6228311,0.12769276,0.60422814
373,0.37084642,0.43333519,0.36474618,0.646003,0.653448,0.1401566,0.6681008
374,0.18929088,0.15545358,0.29977697,0.39419472,0.44002017,0.33686835,0.5925666
375,0.15025753,0.20285867,0.14351346,0.5045883,0.65067774,0.0931765,0.64248294
376,0.093550615,0.13017894,0.116635606,0.28429702,0.3424994,0.15248299,0.36736894
377,0.044047896,0.031816997,0.038045526,0.08048592,0.062478237,0.056293,0.09161367
378,0.04004171,0.04368839,0.04708549,0.11378174,0.12204538,0.09453195,0.17069851
379,0.03213158,0.035632584,0.02324956,0.06595492,0.12969103,0.07315685,0.15601139
380,0.12287023,0.11119847,0.04029041,0.084760666,0.0821161,0.06700401,0.10747925
381,0.065823175,0.070777334,0.028494786,0.083997175,0.029655728,0.03520896,0.053405207
382,0.13618313,0.1043428,0.17619127,0.16554183,0.21488182,0.25046915,0.279338
383,0.060111605,0.033647608,0.045611646,0.06867971,0.042573757,0.06506066,0.07641037
384,0.07550377,0.0376863,0.03744464,0.058829125,0.035496168,0.054600984,0.06515591
385,0.04021738,0.04083224,0.02534502,0.068666406,0.029959897,0.035175882,0.054628104
386,0.057381894,0.053815436,0.025345184,0.06986356,0.02872506,0.03221448,0.05055968
387,0.104357146,0.046273496,0.060223185,0.06929685,0.055028778,0.08457646,0.09176058
388,0.038527045,0.023335649,0.021824116,0.045058303,0.029089967,0.040105794,0.053830188
389,0.021358538,0.029519886,0.014019094,0.057190068,0.01943868,0.029441206,0.040436573
390,0.2212934,0.25647634,0.2417818,0.48513675,0.562826,0.17389293,0.58654
391,0.19623537,0.23513593,0.23487817,0.41691804,0.4709038,0.21296263,0.48029876
392,0.24358897,0.30149534,0.24083337,0.5638787,0.6400688,0.10540583,0.6435379
393,0.3117088,0.38456795,0.3229145,0.60468614,0.6574245,0.114036165,0.6654675
394,0.5150262,0.46907076,0.5955297,0.55800134,0.4129951,0.39391428,0.6681468
395,0.42370328,0.48081037,0.41730034,0.6534462,0.6608755,0.13225085,0.6723374
396,0.5515505,0.59303534,0.5677851,0.76972896,0.7211096,0.09777146,0.7032187
397,0.24108526,0.33887818,0.24942388,0.50974107,0.545857,0.14411192,0.5201521
398,0.20635037,0.28883377,0.25871596,0.4396677,0.40018556,0.14713942,0.39633262
399,0.28466055,0.28446463,0.35180786,0.4561777,0.47504088,0.27839428,0.5036724
400,0.30507642,0.36342898,0.30301625,0.60504675,0.6540107,0.12471906,0.6513121
401,0.3326569,0.40765452,0.3263665,0.68895787,0.7546997,0.069799,0.7531248
402,0.18350908,0.20242827,0.21266162,0.46659887,0.5087595,0.17153338,0.49007267
403,0.15570149,0.19822301,0.17806162,0.4004345,0.43223947,0.16887453,0.4375348
404,0.5375194,0.58884555,0.5647698,0.7684598,0.7111393,0.10758835,0.7297657
405,0.18839419,0.1967112,0.25065923,0.4188411,0.48979768,0.26611486,0.54488105
406,0.269024,0.3438426,0.25307676,0.5349298,0.61519057,0.14365773,0.601532
407,0.35814923,0.44858876,0.34138793,0.64665043,0.68552476,0.10081189,0.67597175
408,0.15192501,0.18433525,0.20090918,0.39070368,0.34959128,0.15572844,0.3614636
409,0.21229209,0.23772468,0.24656051,0.46900162,0.52891755,0.20568842,0.58672804
410,0.16360775,0.21316124,0.17579217,0.38806936,0.48934275,0.21433368,0.51126826
411,0.09247876,0.07763916,0.053271487,0.08712491,0.10086253,0.11808344,0.13565177
412,0.034677546,0.041777417,0.016908681,0.05911911,0.019224191,0.0262116,0.03854132
413,0.1128061,0.13967346,0.116100445,0.26518354,0.34954864,0.13467003,0.356987
414,0.0782129,0.044716768,0.056914203,0.08006939,0.06109818,0.0848272,0.09687587
415,0.054230135,0.05508941,0.024085525,0.07940295,0.027276067,0.035051096,0.0489407
416,0.024834977,0.029981079,0.016492808,0.05759866,0.025991613,0.037522506,0.04916235
417,0.13460669,0.081274636,0.061924968,0.09166008,0.05309779,0.07152546,0.088776745
418,0.0930298,0.048162635,0.053272687,0.06618312,0.048970703,0.06406827,0.08047083
419,0.10201597,0.05599318,0.04218876,0.065199204,0.038327504,0.047865294,0.063952185
420,0.04411391,0.03749428,0.031266607,0.06293864,0.031540897,0.053780008,0.060602475
421,0.1095336,0.113051094,0.10599497,0.1565568,0.21295121,0.14969248,0.2493771
422,0.12354653,0.13197833,0.15463358,0.23153174,0.30703813,0.19492893,0.34142128
423,0.0549896,0.06357626,0.060939748,0.20465723,0.14026755,0.07340649,0.17932527
424,0.31518406,0.35850123,0.3321839,0.57512194,0.592912,0.15450968,0.63349414
425,0.23296995,0.2698135,0.26955733,0.473603,0.55932575,0.20890686,0.54674894
426,0.3851323,0.3849219,0.46350798,0.6195189,0.57744485,0.2641724,0.6444156
427,0.1589178,0.1305977,0.21313538,0.23372263,0.22346973,0.23378772,0.27623615
428,0.2907893,0.33743,0.38207805,0.44949082,0.42755154,0.27635515,0.44113913
429,0.21084401,0.26762438,0.22383097,0.5156108,0.5971359,0.1298111,0.6103389
430,0.31687883,0.36845192,0.33849093,0.6709812,0.71691823,0.09658846,0.71187687
431,0.26956043,0.32852194,0.29428795,0.52678275,0.5772342,0.17281008,0.5564349
432,0.37344977,0.44935426,0.35750467,0.682977,0.7265299,0.06873294,0.73044485
433,0.13614325,0.16849752,0.17224033,0.28672606,0.3326951,0.20616771,0.37600106
434,0.21761031,0.25383827,0.23507084,0.45395827,0.5265094,0.19082883,0.5545453
435,0.4498667,0.5085317,0.47259903,0.7062529,0.70070213,0.11209194,0.6953618
436,0.25703216,0.33218938,0.2402433,0.4460178,0.5024062,0.15920843,0.48978463
437,0.24387497,0.30980113,0.24984527,0.48520666,0.5690382,0.17240421,0.5568958
438,0.21664104,0.2628316,0.2175648,0.40597063,0.4869952,0.19033147,0.4925501
439,0.24795015,0.30870035,0.25519973,0.5421149,0.5892668,0.15403251,0.6091027
440,0.29230815,0.30472323,0.3359047,0.51494,0.53799516,0.25365767,0.58906156
441,0.34251407,0.37878025,0.36221144,0.5858882,0.573172,0.17289843,0.65054774
442,0.42927805,0.394004,0.5031809,0.51386994,0.42070696,0.4029491,0.6056239
443,0.0434421,0.043256793,0.030296627,0.067747094,0.061438967,0.057690993,0.09314729
444,0.025911067,0.044464536,0.015166184,0.073378906,0.0214891,0.027461221,0.04148349
445,0.069845594,0.057286207,0.06420107,0.08852946,0.08844986,0.1058187,0.1410719
446,0.021569597,0.03841249,0.015203256,0.0708714,0.021946074,0.03070213,0.042476263
447,0.020546915,0.03719486,0.014235313,0.06857747,0.018706255,0.028147047,0.038295858
448,0.0731927,0.04627938,0.04220605,0.07508637,0.04933466,0.07414532,0.075722404
449,0.07358052,0.039069634,0.05188369,0.065668695,0.04741911,0.062682986,0.08210492
450,0.04917007,0.038494032,0.035100866,0.074763164,0.046466425,0.035035826,0.0794057
451,0.04688792,0.045878693,0.021753605,0.06126675,0.026526699,0.029905675,0.047700737
452,0.05358513,0.05413283,0.02484379,0.072259225,0.027210975,0.03714225,0.050708245
453,0.077867724,0.048439573,0.03504251,0.06730897,0.042003527,0.050330598,0.06763943
454,0.15547441,0.21949567,0.14849558,0.43273607,0.57257557,0.122344695,0.5590233
455,0.087863006,0.1276953,0.09044545,0.25969648,0.24068515,0.07982027,0.28463158
456,0.31042463,0.25466186,0.49616852,0.3533228,0.27908683,0.4786331,0.5746528
457,0.3190206,0.37427148,0.34507433,0.59891206,0.6173642,0.14958374,0.6561902
458,0.30280995,0.36526164,0.30978975,0.56357586,0.62270117,0.15244971,0.6131013
459,0.17694402,0.23071896,0.19499815,0.432813,0.5701275,0.14667848,0.51668227
460,0.293836,0.36611915,0.30097052,0.54146874,0.5963975,0.14582828,0.5608363
461,0.21525584,0.258268,0.2402953,0.51564,0.5974974,0.14857736,0.5764441
462,0.4184945,0.43601793,0.47132438,0.64532083,0.53708476,0.15433846,0.534473
463,0.58517957,0.6309284,0.6081667,0.79007405,0.72269243,0.10245331,0.79099095
464,0.21490397,0.29419705,0.21064384,0.52625936,0.6585818,0.09530733,0.62054706
465,0.27614814,0.3457884,0.27610895,0.5459628,0.6148363,0.12635157,0.61575514
466,0.25640967,0.30470762,0.25103012,0.49171808,0.57818377,0.16255341,0.57458633
467,0.22398758,0.27331287,0.21214284,0.46898973,0.5486467,0.15275905,0.5359461
468,0.593875,0.6559483,0.57888985,0.799092,0.7478642,0.06711869,0.7775079
469,0.23241737,0.29898012,0.27213937,0.49143422,0.56421906,0.17189167,0.54774404
470,0.21099155,0.27875423,0.21016918,0.49062476,0.5881812,0.14534152,0.57431704
471,0.24371739,0.3023385,0.2491283,0.5373075,0.60359544,0.14803493,0.61241496
472,0.2164562,0.27236348,0.244845,0.4362198,0.4895862,0.19136252,0.49667746
473,0.3497309,0.35879374,0.35861135,0.5469062,0.5513504,0.26335186,0.60185766
474,0.22573732,0.17486757,0.3639221,0.27823278,0.27976376,0.4706998,0.4846329
475,0.029606944,0.03980297,0.022364005,0.078306764,0.033544436,0.03901736,0.061079886
476,0.028370881,0.03709459,0.018243907,0.058846507,0.020205861,0.033340286,0.042322002
477,0.04612603,0.025130697,0.034524843,0.05230552,0.029781835,0.053595323,0.05645776
478,0.04851721,0.033891976,0.027549041,0.058043137,0.025379444,0.033677597,0.048361957
479,0.018103534,0.030455293,0.011790942,0.055998497,0.01616853,0.017464211,0.035183106
480,0.0186233,0.03676429,0.013418908,0.06316061,0.022110643,0.025221182,0.042393975
481,0.07207481,0.06837352,0.061087094,0.12003631,0.107027456,0.09081762,0.14521036
482,0.05095247,0.03532306,0.03421944,0.07038811,0.055618223,0.06466432,0.08624639
483,0.049668122,0.03523096,0.028146574,0.066945866,0.044972494,0.044087034,0.07305761
484,0.16988002,0.21801637,0.19182809,0.37888482,0.46080235,0.16618067,0.5031145
485,0.054520454,0.05951733,0.05506498,0.13330306,0.1006265,0.066191815,0.14254192
486,0.24371007,0.3025842,0.25787,0.53828233,0.6125358,0.1546431,0.5950571
487,0.42811182,0.4690721,0.48087898,0.70234483,0.6944091,0.12701575,0.706017
488,0.5070759,0.5494704,0.55003715,0.716479,0.66093,0.15013234,0.7038652
489,0.4012679,0.45340043,0.41383234,0.590462,0.575807,0.1856765,0.5563276
490,0.1714221,0.22716445,0.17899112,0.44661525,0.5989136,0.10911845,0.542533
491,0.45489877,0.49755546,0.513936,0.7142731,0.6865611,0.13430063,0.68180645
492,0.28668237,0.37424377,0.28770256,0.61701936,0.7018044,0.090832256,0.6733485
493,0.34619167,0.41123906,0.36353865,0.62156194,0.65577435,0.12131789,0.6519558
494,0.504163,0.5505288,0.5200832,0.7531222,0.7086574,0.08341829,0.75651574
495,0.16126575,0.1972333,0.167793,0.44479313,0.6008363,0.12639868,0.5740899
496,0.35204324,0.379085,0.35770765,0.6625638,0.6763357,0.11089633,0.6963543
497,0.31681833,0.33580485,0.34668523,0.51597524,0.50657946,0.23152392,0.5578119
498,0.18861291,0.22430296,0.24819909,0.40578765,0.5002072,0.22865745,0.48525044
499,0.28922844,0.3475108,0.32441863,0.56184876,0.593243,0.19283774,0.6131212
